Set Name,Piece Type,Piece Name,Level,Strength,Defense,Upgrade_Hacksilver,Upgrade_Forged Iron,Upgrade_Asgardian Ingot,Runic,Vitality,Cooldown,Luck,Upgrade_Bonded Leather,Upgrade_Smoldering Embers,Upgrade_Skap Slag,Upgrade_Smouldering Embers,Upgrade_Mountain Root,Upgrade_Dwarven Steel,Upgrade_Tempered Remnants,Upgrade_Sparkling Crystal,Upgrade_Asgardian Ingots,Upgrade_Dwaren Steel,Upgrade_Nidavellir Ore,Upgrade_Purified Crystalline,Upgrade_s Broken Cuirass,Upgrade_s Broken Bracers,Upgrade_s Broken Belt,Upgrade_Divine Ashes,Upgrade_Dragon Tooth,Upgrade_Dragon Claw,Total Stats
Surtr's Scorched Set,Chest,Surtr's Scorched Cuirass,7.0,62.0,52.0,,,,,36.0,,,,,,,,,,,,,,,,,,,,,150.0
Surtr's Scorched Set,Chest,Surtr's Scorched Cuirass,8.0,72.0,60.0,25000.0,,,,42.0,,,,4.0,,,,,,,,,,40.0,,,,,,,174.0
Surtr's Scorched Set,Chest,Surtr's Scorched Cuirass,9.0,82.0,68.0,35000.0,,,,48.0,,,,2.0,,,,,,,,,,,,,,3000.0,,,198.0
Surtr's Scorched Set,Chest,Surtr's Scorched Cuirass,9.1,91.0,76.0,37500.0,,,,53.0,,,,,10.0,,,,,,,,,,,,,,,,220.0
Surtr's Scorched Set,Chest,Surtr's Scorched Cuirass,9.2,101.0,84.0,40000.0,,,,59.0,,,10.0,,15.0,,,,,,,,,,,,,,,,244.0
Surtr's Scorched Set,Chest,Surtr's Scorched Cuirass,9.3,110.0,92.0,42500.0,,,,64.0,,,,,30.0,20.0,,,,,,,,,,,,,,,266.0
Surtr's Scorched Set,Chest,Surtr's Scorched Cuirass,10.0,120.0,100.0,45000.0,,,,70.0,,,,,50.0,,1.0,,,,,,,,,,,,,,290.0
Surtr's Scorched Set,Wrist,Surtr's Scorched Arm,7.0,72.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,95.0
Surtr's Scorched Set,Wrist,Surtr's Scorched Arm,8.0,83.0,,16500.0,,,,26.0,,,,,,,,,,,,,,20.0,,,,1500.0,,,109.0
Surtr's Scorched Set,Wrist,Surtr's Scorched Arm,9.0,94.0,,25000.0,,,,30.0,,,,,,,,,5.0,,,,,40.0,,,,,,,124.0
Surtr's Scorched Set,Wrist,Surtr's Scorched Arm,9.1,105.0,,27500.0,,,,33.0,,,,,5.0,,,,,,,,,,,,,,,,138.0
Surtr's Scorched Set,Wrist,Surtr's Scorched Arm,9.2,116.0,,30000.0,,,,37.0,,,5.0,,10.0,,,,,,,,,,,,,,,,153.0
Surtr's Scorched Set,Wrist,Surtr's Scorched Arm,9.3,127.0,,32500.0,,,,40.0,,,,,20.0,10.0,,,,,,,,,,,,,,,167.0
Surtr's Scorched Set,Wrist,Surtr's Scorched Arm,10.0,138.0,,35000.0,,,,44.0,,,,,30.0,,1.0,,,,,,,,,,,,,,182.0
Surtr's Scorched Set,Waist,Surtr's Scorched Girdle,7.0,13.0,58.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,94.0
Surtr's Scorched Set,Waist,Surtr's Scorched Girdle,8.0,15.0,67.0,16500.0,,,,26.0,,,,,,,,,,,,,,20.0,,,,1500.0,,,108.0
Surtr's Scorched Set,Waist,Surtr's Scorched Girdle,9.0,17.0,76.0,25000.0,,,,30.0,,,,,,,,,,10.0,,,,40.0,,,,,,,123.0
Surtr's Scorched Set,Waist,Surtr's Scorched Girdle,9.1,19.0,85.0,27500.0,,,,33.0,,,,,5.0,,,,,,,,,,,,,,,,137.0
Surtr's Scorched Set,Waist,Surtr's Scorched Girdle,9.2,21.0,94.0,30000.0,,,,37.0,,,5.0,,10.0,,,,,,,,,,,,,,,,152.0
Surtr's Scorched Set,Waist,Surtr's Scorched Girdle,9.3,23.0,103.0,32500.0,,,,40.0,,,,,20.0,10.0,,,,,,,,,,,,,,,166.0
Surtr's Scorched Set,Waist,Surtr's Scorched Girdle,10.0,25.0,112.0,35000.0,,,,44.0,,,,,30.0,,1.0,,,,,,,,,,,,,,181.0
Ares Set,Chest,Cuirass of Ares,7.0,52.0,42.0,25000.0,,,,31.0,,31.0,,,,,,,,,,,,,,,,,,,156.0
Ares Set,Chest,Cuirass of Ares,8.0,60.0,48.0,25000.0,,,,36.0,,36.0,20.0,,,,,,,,5.0,,,,,,,,,,180.0
Ares Set,Chest,Cuirass of Ares,9.0,68.0,54.0,35000.0,,20.0,,41.0,,41.0,40.0,,,,,,,,,,,,,,,,,,204.0
Ares Set,Chest,Cuirass of Ares,9.1,76.0,61.0,37500.0,,,,46.0,,46.0,,,10.0,,,,,,,,,,,,,,,,229.0
Ares Set,Chest,Cuirass of Ares,9.2,84.0,67.0,40000.0,,,,50.0,,50.0,10.0,,15.0,,,,,,,,,,,,,,,,251.0
Ares Set,Chest,Cuirass of Ares,9.3,92.0,74.0,42500.0,,,,55.0,,55.0,,,30.0,20.0,,,,,,,,,,,,,,,276.0
Ares Set,Chest,Cuirass of Ares,10.0,100.0,80.0,45000.0,,,,60.0,,60.0,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Ares Set,Wrist,Gauntlets of Ares,7.0,59.0,,16500.0,,,,20.0,,20.0,,,,,,,,,,,,,,,,,,,99.0
Ares Set,Wrist,Gauntlets of Ares,8.0,68.0,,16500.0,,,,23.0,,23.0,10.0,,,,,,,,3.0,,,,,,,,,,114.0
Ares Set,Wrist,Gauntlets of Ares,9.0,77.0,,25000.0,,15.0,,26.0,,26.0,20.0,,,,,,,,,,,,,,,,,,129.0
Ares Set,Wrist,Gauntlets of Ares,9.1,86.0,,27500.0,,,,29.0,,29.0,,,5.0,,,,,,,,,,,,,,,,144.0
Ares Set,Wrist,Gauntlets of Ares,9.2,95.0,,30000.0,,,,32.0,,32.0,5.0,,10.0,,,,,,,,,,,,,,,,159.0
Ares Set,Wrist,Gauntlets of Ares,9.3,104.0,,32500.0,,,,35.0,,35.0,,,20.0,10.0,,,,,,,,,,,,,,,174.0
Ares Set,Wrist,Gauntlets of Ares,10.0,113.0,,35000.0,,,,38.0,,38.0,,,30.0,,1.0,,,,,,,,,,,,,,189.0
Ares Set,Waist,War Belt of Ares,7.0,,59.0,16500.0,,,,20.0,,20.0,,,,,,,,,,,,,,,,,,,99.0
Ares Set,Waist,War Belt of Ares,8.0,,68.0,16500.0,,,,23.0,,23.0,10.0,,,,,,,,3.0,,,,,,,,,,114.0
Ares Set,Waist,War Belt of Ares,9.0,,77.0,25000.0,,15.0,,26.0,,26.0,20.0,,,,,,,,,,,,,,,,,,129.0
Ares Set,Waist,War Belt of Ares,9.1,,86.0,27500.0,,,,29.0,,29.0,,,5.0,,,,,,,,,,,,,,,,144.0
Ares Set,Waist,War Belt of Ares,9.2,,95.0,30000.0,,,,32.0,,32.0,5.0,,10.0,,,,,,,,,,,,,,,,159.0
Ares Set,Waist,War Belt of Ares,9.3,,104.0,32500.0,,,,35.0,,35.0,,,20.0,10.0,,,,,,,,,,,,,,,174.0
Ares Set,Waist,War Belt of Ares,10.0,,113.0,35000.0,,,,38.0,,38.0,,,30.0,,1.0,,,,,,,,,,,,,,189.0
Zeus Set,Chest,Cuirass of Zeus,10.0,100.0,100.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,280.0
Zeus Set,Wrist,Gauntlets of Zeus,10.0,125.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,175.0
Zeus Set,Waist,War Belt of Zeus,10.0,,125.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,175.0
Classic Sparta Set,Chest,Glory of Sparta,9.1,160.0,75.0,,,,,84.0,,,,,,,,,,,,,,,,,,,,,319.0
Classic Sparta Set,Chest,Glory of Sparta,9.2,160.0,67.0,40000.0,,,,84.0,,,10.0,,15.0,,,,,,,,,,,,,,,,311.0
Classic Sparta Set,Chest,Glory of Sparta,9.3,175.0,74.0,42500.0,,,,92.0,,,,,30.0,20.0,,,,,,,,,,,,,,,341.0
Classic Sparta Set,Chest,Glory of Sparta,10.0,190.0,80.0,45000.0,,,,100.0,,,,,50.0,,1.0,,,,,,,,,,,,,,370.0
Classic Sparta Set,Wrist,Pride of Sparta,9.1,128.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,176.0
Classic Sparta Set,Wrist,Pride of Sparta,9.2,142.0,,30000.0,,,,53.0,,,5.0,,10.0,,,,,,,,,,,,,,,,195.0
Classic Sparta Set,Wrist,Pride of Sparta,9.3,155.0,,32500.0,,,,58.0,,,,,20.0,10.0,,,,,,,,,,,,,,,213.0
Classic Sparta Set,Wrist,Pride of Sparta,10.0,169.0,,35000.0,,,,63.0,,,,,30.0,,1.0,,,,,,,,,,,,,,232.0
Classic Sparta Set,Waist,Mark of Sparta,9.1,52.0,76.0,,,,,48.0,,,,,,,,,,,,,,,,,,,,,176.0
Classic Sparta Set,Waist,Mark of Sparta,9.2,58.0,84.0,30000.0,,,,53.0,,,5.0,,10.0,,,,,,,,,,,,,,,,195.0
Classic Sparta Set,Waist,Mark of Sparta,9.3,63.0,92.0,32500.0,,,,58.0,,,,,20.0,10.0,,,,,,,,,,,,,,,213.0
Classic Sparta Set,Waist,Mark of Sparta,10.0,69.0,100.0,30.0,,,,63.0,,,,,30.0,,1.0,,,,,,,,,,,,,,232.0
